question,sql
"Count apprentices by division for pending status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='pending' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all dropped apprentices with division and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Count apprentices by division for dropped status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='dropped' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all active interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Count interns by team for active status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='active' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all completed interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Count interns by team for completed status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='completed' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all pending interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Count interns by team for pending status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='pending' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all dropped interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Count interns by team for dropped status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='dropped' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all active trainees with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Count trainees by team for active status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='active' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all completed trainees with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Count trainees by team for completed status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='completed' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all pending trainees with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Count trainees by team for pending status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='pending' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all dropped trainees with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Count trainees by team for dropped status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='dropped' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all active student interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Count student interns by team for active status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='active' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all completed student interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Count student interns by team for completed status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='completed' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all pending student interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Count student interns by team for pending status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='pending' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all dropped student interns with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Count student interns by team for dropped status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='dropped' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all active apprentices with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Count apprentices by team for active status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='active' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all completed apprentices with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Count apprentices by team for completed status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='completed' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all pending apprentices with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Count apprentices by team for pending status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='pending' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
"Show all dropped apprentices with team and institute names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Count apprentices by team for dropped status.","SELECT d.name AS department, COUNT(i.id) AS intern_count FROM departments d LEFT JOIN interns i ON i.department_id=d.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE d.deleted_at IS NULL AND s.status='dropped' GROUP BY d.name ORDER BY intern_count DESC, d.name;"
